"account.id","2010-2011","2011-2012","2012-2013","2013-2014"
001i000000LhyRg,1,1,1,1
001i000000LhyRh,1,1,1,1
001i000000LhyRi,1,1,1,1
001i000000LhyRj,1,1,1,1
001i000000LhyRk,1,1,1,1
001i000000LhyRl,1,1,1,1
001i000000LhyRm,1,1,1,1
001i000000LhyRn,1,1,1,1
001i000000LhyRo,1,1,1,1
001i000000LhyRp,1,1,1,1
001i000000LhyRq,1,1,1,1
001i000000LhyRr,1,1,1,1
001i000000LhyRs,1,1,1,1
001i000000LhyRt,1,1,1,1
001i000000LhyRu,1,1,1,1
001i000000LhyRv,1,1,1,1
001i000000LhyRw,1,1,1,1
001i000000LhyRx,1,1,1,1
001i000000LhyRy,1,1,1,1
001i000000LhyRz,1,1,1,1
001i000000LhyS0,1,1,1,0
001i000000LhyS1,1,1,0,1
001i000000LhyS2,0,1,1,1
001i000000LhyS3,1,1,1,1
001i000000LhyS4,1,1,1,1
001i000000LhyS5,1,1,1,1
001i000000LhyS6,1,1,1,1
001i000000LhyS7,1,1,1,1
001i000000LhyS8,1,1,1,1
001i000000LhyS9,1,1,1,1
001i000000LhySA,1,1,1,1
001i000000LhySB,1,1,1,1
001i000000LhySC,1,1,1,1
001i000000LhySD,1,1,1,1
001i000000LhySE,1,1,1,1
001i000000LhySF,1,1,1,1
001i000000LhySG,1,1,1,1
001i000000LhySH,1,1,1,1
001i000000LhySI,1,1,1,1
001i000000LhySJ,1,1,1,1
001i000000LhySK,1,1,1,1
001i000000LhySL,1,1,1,1
001i000000LhySM,1,1,1,1
001i000000LhySN,1,1,1,1
001i000000LhySO,1,1,1,1
001i000000LhySP,1,1,1,1
001i000000LhySQ,1,1,1,1
001i000000LhySR,1,1,1,1
001i000000LhySS,1,1,1,1
001i000000LhyST,1,1,1,1
001i000000LhySU,1,1,1,1
001i000000LhySV,1,1,1,1
001i000000LhySW,1,1,1,1
001i000000LhySX,1,1,1,1
001i000000LhySY,1,1,1,1
001i000000LhySZ,1,1,1,1
001i000000LhySa,1,1,1,1
001i000000LhySb,1,1,1,1
001i000000LhySc,1,1,1,1
001i000000LhySd,1,1,1,1
001i000000LhySe,1,1,1,1
001i000000LhySf,1,1,1,1
001i000000LhySg,1,1,1,1
001i000000LhySh,1,1,1,1
001i000000LhySi,1,1,1,1
001i000000LhySj,1,1,1,1
001i000000LhySk,1,1,1,1
001i000000LhySl,1,1,1,1
001i000000LhySm,1,1,1,1
001i000000LhySn,1,1,1,1
001i000000LhySo,1,1,1,1
001i000000LhySp,1,1,1,1
001i000000LhySq,1,1,1,1
001i000000LhySr,1,1,1,1
001i000000LhySs,1,1,1,1
001i000000LhySt,1,1,1,1
001i000000LhySu,1,1,1,1
001i000000LhySv,1,1,1,1
001i000000LhySw,1,1,1,1
001i000000LhySx,1,1,1,1
001i000000LhySy,1,1,1,1
001i000000LhySz,1,1,1,1
001i000000LhyT0,1,1,1,1
001i000000LhyT1,1,1,1,1
001i000000LhyT2,1,1,1,1
001i000000LhyT3,1,1,1,1
001i000000LhyT4,1,1,1,1
001i000000LhyT5,1,1,1,1
001i000000LhyT6,0,1,1,1
001i000000LhyT7,0,1,1,1
001i000000LhyT8,1,1,1,1
001i000000LhyT9,1,1,1,1
001i000000LhyTA,0,1,1,1
001i000000LhyTB,1,1,1,1
001i000000LhyTC,1,1,1,1
001i000000LhyTD,1,1,1,1
001i000000LhyTE,1,1,1,1
001i000000LhyTF,1,1,1,1
001i000000LhyTG,1,1,1,1
001i000000LhyTH,1,1,1,1
001i000000LhyTI,1,1,1,1
001i000000LhyTJ,1,1,1,1
001i000000LhyTK,1,1,1,1
001i000000LhyTL,1,1,1,1
001i000000LhyTM,1,1,1,1
001i000000LhyTN,1,1,1,1
001i000000LhyTO,1,1,1,1
001i000000LhyTP,1,1,1,1
001i000000LhyTQ,1,1,1,1
001i000000LhyTR,1,1,1,1
001i000000LhyTS,1,1,1,1
001i000000LhyTT,1,1,1,1
001i000000LhyTU,1,1,1,1
001i000000LhyTV,1,1,1,1
001i000000LhyTW,1,1,1,1
001i000000LhyTX,1,1,1,1
001i000000LhyTY,1,1,1,1
001i000000LhyTZ,1,1,1,1
001i000000LhyTa,0,1,1,1
001i000000LhyTb,1,1,1,1
001i000000LhyTc,1,1,1,1
001i000000LhyTd,1,1,1,1
001i000000LhyTe,1,1,1,1
001i000000LhyTf,1,1,1,1
001i000000LhyTg,1,1,1,1
001i000000LhyTh,1,1,1,1
001i000000LhyTi,1,1,1,1
001i000000LhyTj,1,1,1,1
001i000000LhyTk,1,1,1,1
001i000000LhyTl,1,1,1,1
001i000000LhyTm,1,1,1,1
001i000000LhyTn,1,1,1,1
001i000000LhyTo,1,1,1,1
001i000000LhyTp,1,1,1,1
001i000000LhyTq,1,1,1,1
001i000000LhyTr,1,1,1,1
001i000000LhyTs,1,1,1,1
001i000000LhyTt,1,1,1,1
001i000000LhyTu,1,1,1,1
001i000000LhyTv,1,1,1,1
001i000000LhyTw,1,1,1,1
001i000000LhyTx,1,1,1,1
001i000000LhyTy,1,1,1,1
001i000000LhyTz,1,1,1,1
001i000000LhyU0,1,1,1,1
001i000000LhyU1,1,1,1,1
001i000000LhyU2,1,1,1,1
001i000000LhyU3,1,1,1,1
001i000000LhyU4,1,1,1,1
001i000000LhyU5,0,0,0,0
001i000000LhyU6,1,1,1,1
001i000000LhyU7,1,1,1,1
001i000000LhyU8,1,1,1,1
001i000000LhyU9,1,1,1,1
001i000000LhyUA,1,1,1,1
001i000000LhyUB,1,1,1,1
001i000000LhyUC,1,1,1,1
001i000000LhyUD,1,1,1,1
001i000000LhyUE,1,1,1,1
001i000000LhyUF,1,1,1,1
001i000000LhyUG,1,1,1,1
001i000000LhyUH,1,1,1,1
001i000000LhyUI,1,1,1,1
001i000000LhyUJ,1,1,1,1
001i000000LhyUK,1,1,1,1
001i000000LhyUL,1,1,1,1
001i000000LhyUM,1,1,1,1
001i000000LhyUN,1,1,1,1
001i000000LhyUO,1,1,1,1
001i000000LhyUP,1,1,1,1
001i000000LhyUQ,1,1,1,1
001i000000LhyUR,1,1,1,1
001i000000LhyUS,1,1,1,1
001i000000LhyUT,1,1,1,1
001i000000LhyUU,1,1,1,1
001i000000LhyUV,1,1,1,1
001i000000LhyUW,1,1,1,1
001i000000LhyUX,1,1,1,1
001i000000LhyUY,1,1,1,1
001i000000LhyUZ,1,1,1,1
001i000000LhyUa,1,1,1,1
001i000000LhyUb,1,1,1,1
001i000000LhyUc,1,1,1,1
001i000000LhyUd,1,1,1,1
001i000000LhyUe,1,1,1,1
001i000000LhyUf,1,1,1,1
001i000000LhyUg,1,1,1,1
001i000000LhyUh,1,1,1,1
001i000000LhyUi,1,1,1,1
001i000000LhyUj,1,1,1,1
001i000000LhyUk,1,1,1,1
001i000000LhyUl,1,1,1,1
001i000000LhyUm,1,1,1,1
001i000000LhyUn,1,1,1,1
001i000000LhyUo,1,1,1,1
001i000000LhyUp,1,1,1,1
001i000000LhyUq,1,1,1,1
001i000000LhyUr,1,1,1,1
001i000000LhyUs,1,1,1,1
001i000000LhyUt,1,1,1,1
001i000000LhyUu,1,1,1,1
001i000000LhyUv,1,1,1,1
001i000000LhyUw,1,1,1,1
001i000000LhyUx,1,1,1,1
001i000000LhyUy,1,1,1,1
001i000000LhyUz,1,1,1,1
001i000000LhyV0,1,1,1,1
001i000000LhyV1,1,1,1,1
001i000000LhyV2,1,1,1,1
001i000000LhyV3,1,1,1,1
001i000000LhyV4,1,1,1,1
001i000000LhyV5,1,1,1,1
001i000000LhyV6,1,1,1,1
001i000000LhyV7,1,1,1,1
001i000000LhyV8,1,1,1,1
001i000000LhyV9,0,1,1,1
001i000000LhyVA,1,1,1,1
001i000000LhyVB,1,1,1,1
001i000000LhyVC,1,1,1,1
001i000000LhyVD,1,1,1,1
001i000000LhyVE,1,1,1,1
001i000000LhyVF,1,0,0,1
001i000000LhyVH,1,1,1,1
001i000000LhyVI,1,1,1,1
001i000000LhyVJ,0,0,0,1
001i000000LhyVK,1,1,1,1
001i000000LhyVL,0,1,1,1
001i000000LhyVM,1,1,1,1
001i000000LhyVN,1,1,1,1
001i000000LhyVO,0,1,1,1
001i000000LhyVP,1,1,1,1
001i000000LhyVQ,1,1,1,1
001i000000LhyVR,1,1,1,1
001i000000LhyVS,1,1,1,1
001i000000LhyVT,1,1,1,1
001i000000LhyVU,1,1,1,1
001i000000LhyVV,1,1,1,1
001i000000LhyVW,1,1,1,1
001i000000LhyVX,1,1,1,1
001i000000LhyVY,1,1,1,1
001i000000LhyVZ,1,1,1,1
001i000000LhyVa,1,1,1,1
001i000000LhyVb,1,1,1,1
001i000000LhyVc,1,1,1,1
001i000000LhyVd,1,1,1,1
001i000000LhyVe,1,1,1,1
001i000000LhyVf,1,0,0,1
001i000000LhyVg,1,1,1,1
001i000000LhyVh,1,1,1,1
001i000000LhyVi,1,1,1,1
001i000000LhyVj,0,0,0,1
001i000000LhyVk,1,1,1,1
001i000000LhyVl,0,1,1,1
001i000000LhyVm,1,1,1,1
001i000000LhyVn,1,1,1,1
001i000000LhyVo,0,1,1,1
001i000000LhyVp,1,1,1,1
001i000000LhyVq,1,1,1,1
001i000000LhyVr,1,1,1,1
001i000000LhyVs,1,1,1,1
001i000000LhyVt,1,1,1,1
001i000000LhyVu,1,1,1,1
001i000000LhyVv,1,1,1,1
001i000000LhyVw,1,1,1,1
001i000000LhyVx,1,1,1,1
001i000000LhyVy,1,1,1,1
001i000000LhyVz,1,1,1,1
001i000000LhyW0,0,0,0,1
001i000000LhyW1,1,1,1,1
001i000000LhyW2,1,1,1,1
001i000000LhyW3,1,1,1,1
001i000000LhyW4,1,1,1,1
001i000000LhyW5,0,0,1,1
001i000000LhyW6,0,0,1,1
001i000000LhyW7,1,1,1,1
001i000000LhyW8,1,1,1,1
001i000000LhyW9,0,0,0,1
001i000000LhyWA,1,1,1,1
001i000000LhyWB,1,1,1,1
001i000000LhyWC,1,1,1,1
001i000000LhyWD,1,1,1,1
001i000000LhyWE,1,1,1,1
001i000000LhyWF,1,1,1,1
001i000000LhyWG,1,1,1,1
001i000000LhyWH,1,1,1,1
001i000000LhyWI,1,1,1,1
001i000000LhyWJ,1,1,1,1
001i000000LhyWK,1,1,1,1
001i000000LhyWL,1,1,1,1
001i000000LhyWM,1,1,1,1
001i000000LhyWN,1,1,1,1
001i000000LhyWO,1,1,1,1
001i000000LhyWP,1,1,1,1
001i000000LhyWQ,1,1,1,1
001i000000LhyWR,1,1,1,1
001i000000LhyWS,1,1,1,1
001i000000LhyWT,1,1,1,1
001i000000LhyWU,1,1,1,1
001i000000LhyWV,0,0,1,1
001i000000LhyWW,1,1,1,1
001i000000LhyWX,1,1,1,1
001i000000LhyWY,1,1,1,1
001i000000LhyWZ,1,1,1,1
001i000000LhyWa,1,1,1,1
001i000000LhyWb,1,1,1,1
001i000000LhyWc,1,1,1,1
001i000000LhyWd,1,1,1,1
001i000000LhyWe,1,1,1,1
001i000000LhyWf,1,1,1,1
001i000000LhyWg,1,1,1,1
001i000000LhyWh,1,1,1,1
001i000000LhyWi,1,1,1,1
001i000000LhyWj,1,1,1,1
001i000000LhyWk,1,1,1,1
001i000000LhyWl,1,1,1,1
001i000000LhyWm,1,1,1,1
001i000000LhyWn,1,1,1,1
001i000000LhyWo,1,1,1,1
001i000000LhyWp,1,1,1,1
001i000000LhyWq,1,1,1,1
001i000000LhyWr,1,1,1,1
001i000000LhyWs,1,1,1,1
001i000000LhyWt,1,1,1,1
001i000000LhyWu,1,1,1,1
001i000000LhyWv,0,0,1,1
001i000000LhyWw,1,1,1,1
001i000000LhyWx,1,1,1,1
001i000000LhyWy,1,1,1,1
001i000000LhyWz,1,1,1,1
001i000000LhyX0,0,1,1,1
001i000000LhyX1,0,0,0,1
001i000000LhyX2,1,1,1,1
001i000000LhyX3,1,1,1,1
001i000000LhyX4,0,0,1,1
001i000000LhyX5,1,0,0,1
001i000000LhyX6,1,1,1,1
001i000000LhyX7,0,0,0,1
001i000000LhyX8,1,1,1,1
001i000000LhyX9,0,0,1,1
001i000000LhyXA,1,1,1,1
001i000000LhyXB,1,1,1,1
001i000000LhyXC,1,1,1,1
001i000000LhyXD,0,0,1,1
001i000000LhyXE,1,1,1,1
001i000000LhyXF,1,1,1,1
001i000000LhyXG,1,1,1,1
001i000000LhyXH,1,1,1,1
001i000000LhyXI,1,1,1,1
001i000000LhyXJ,1,1,1,1
001i000000LhyXK,1,1,1,1
001i000000LhyXL,1,1,1,1
001i000000LhyXM,0,1,1,1
001i000000LhyXN,1,1,1,1
001i000000LhyXO,1,1,1,1
001i000000LhyXP,1,1,1,1
001i000000LhyXQ,1,1,1,1
001i000000LhyXR,1,1,1,1
001i000000LhyXS,0,1,1,1
001i000000LhyXT,1,1,1,1
001i000000LhyXU,1,1,1,1
001i000000LhyXV,0,0,1,1
001i000000LhyXW,0,0,1,1
001i000000LhyXX,0,0,1,1
001i000000LhyXY,0,0,0,1
001i000000LhyXZ,1,1,1,1
001i000000LhyXa,1,1,1,1
001i000000LhyXb,1,1,1,1
001i000000LhyXc,1,1,1,1
001i000000LhyXd,0,0,1,1
001i000000LhyXe,1,1,1,1
001i000000LhyXf,1,1,1,1
001i000000LhyXg,1,1,1,1
001i000000LhyXh,1,1,1,1
001i000000LhyXi,1,1,1,1
001i000000LhyXj,1,1,1,1
001i000000LhyXk,1,1,1,1
001i000000LhyXl,1,1,1,1
001i000000LhyXm,0,1,1,1
001i000000LhyXn,1,1,1,1
001i000000LhyXo,1,1,1,1
001i000000LhyXp,1,1,1,1
001i000000LhyXq,1,1,1,1
001i000000LhyXr,1,1,1,1
001i000000LhyXs,0,1,1,1
001i000000LhyXt,1,1,1,1
001i000000LhyXu,1,1,1,1
001i000000LhyXv,0,0,1,1
001i000000LhyXw,0,0,1,1
001i000000LhyXx,0,0,1,1
001i000000LhyXy,0,0,0,1
001i000000LhyXz,1,1,1,1
001i000000LhyY0,1,1,1,1
001i000000LhyY1,1,1,1,1
001i000000LhyY2,0,0,0,1
001i000000LhyY3,1,1,1,1
001i000000LhyY4,0,0,0,1
001i000000LhyY5,1,1,1,1
001i000000LhyY6,0,0,0,1
001i000000LhyY7,1,1,1,1
001i000000LhyY8,0,0,0,1
001i000000LhyY9,1,1,1,1
001i000000LhyYA,1,1,1,1
001i000000LhyYB,1,1,1,1
001i000000LhyYC,1,1,1,1
001i000000LhyYD,1,1,1,1
001i000000LhyYE,1,1,1,1
001i000000LhyYF,1,1,1,1
001i000000LhyYG,1,1,1,1
001i000000LhyYH,1,1,1,1
001i000000LhyYI,1,1,1,1
001i000000LhyYJ,1,1,1,1
001i000000LhyYK,1,1,1,1
001i000000LhyYL,1,1,1,1
001i000000LhyYM,0,1,1,1
001i000000LhyYN,1,1,1,1
001i000000LhyYO,1,1,1,1
001i000000LhyYP,1,1,1,1
001i000000LhyYQ,1,1,1,1
001i000000LhyYR,1,1,1,1
001i000000LhyYS,1,1,1,1
001i000000LhyYT,1,1,1,1
001i000000LhyYU,1,1,1,1
001i000000LhyYV,1,1,1,1
001i000000LhyYW,1,1,1,1
001i000000LhyYX,1,1,1,1
001i000000LhyYY,0,0,0,1
001i000000LhyYZ,0,0,1,1
001i000000LhyYa,1,1,1,1
001i000000LhyYb,1,1,1,1
001i000000LhyYc,1,1,1,1
001i000000LhyYd,1,1,1,1
001i000000LhyYe,1,1,1,1
001i000000LhyYf,1,1,1,1
001i000000LhyYg,1,1,1,1
001i000000LhyYh,1,1,1,1
001i000000LhyYi,1,1,1,1
001i000000LhyYj,1,1,1,1
001i000000LhyYk,1,1,1,1
001i000000LhyYl,1,1,1,1
001i000000LhyYm,0,1,1,1
001i000000LhyYn,1,1,1,1
001i000000LhyYo,1,1,1,1
001i000000LhyYp,1,1,1,1
001i000000LhyYq,1,1,1,1
001i000000LhyYr,1,1,1,1
001i000000LhyYs,1,1,1,1
001i000000LhyYt,1,1,1,1
001i000000LhyYu,1,1,1,1
001i000000LhyYv,1,1,1,1
001i000000LhyYw,1,1,1,1
001i000000LhyYx,1,1,1,1
001i000000LhyYy,0,0,0,1
001i000000LhyYz,0,0,1,1
001i000000LhyZ0,1,1,1,1
001i000000LhyZ1,1,1,1,1
001i000000LhyZ2,1,1,1,1
001i000000LhyZ3,0,0,1,1
001i000000LhyZ4,0,0,1,1
001i000000LhyZ5,1,1,1,1
001i000000LhyZ6,1,1,1,1
001i000000LhyZ7,1,1,1,1
001i000000LhyZ8,0,0,0,1
001i000000LhyZ9,0,1,1,1
001i000000LhyZA,0,1,1,1
001i000000LhyZB,1,1,1,1
001i000000LhyZC,0,0,1,1
001i000000LhyZD,1,1,1,1
001i000000LhyZE,1,1,1,1
001i000000LhyZF,1,1,1,1
001i000000LhyZG,1,1,1,1
001i000000LhyZH,1,1,1,1
001i000000LhyZI,1,1,1,1
001i000000LhyZJ,0,1,1,1
001i000000LhyZK,1,1,1,1
001i000000LhyZL,1,1,1,1
001i000000LhyZM,1,1,1,1
001i000000LhyZN,1,1,1,1
001i000000LhyZO,1,1,1,1
001i000000LhyZP,1,1,1,1
001i000000LhyZQ,1,1,1,1
001i000000LhyZR,1,1,1,1
001i000000LhyZS,0,1,0,1
001i000000LhyZT,1,1,1,1
001i000000LhyZU,1,1,1,1
001i000000LhyZV,1,1,1,1
001i000000LhyZW,1,1,1,1
001i000000LhyZX,1,1,1,1
001i000000LhyZY,1,1,1,1
001i000000LhyZZ,1,1,1,1
001i000000LhyZa,0,1,1,1
001i000000LhyZb,1,1,1,1
001i000000LhyZc,0,0,1,1
001i000000LhyZd,1,1,1,1
001i000000LhyZe,1,1,1,1
001i000000LhyZf,1,1,1,1
001i000000LhyZg,1,1,1,1
001i000000LhyZh,1,1,1,1
001i000000LhyZi,1,1,1,1
001i000000LhyZj,0,1,1,1
001i000000LhyZk,1,1,1,1
001i000000LhyZl,1,1,1,1
001i000000LhyZm,1,1,1,1
001i000000LhyZn,1,1,1,1
001i000000LhyZo,1,1,1,1
001i000000LhyZp,1,1,1,1
001i000000LhyZq,1,1,1,1
001i000000LhyZr,1,1,1,1
001i000000LhyZs,0,1,0,1
001i000000LhyZt,1,1,1,1
001i000000LhyZu,1,1,1,1
001i000000LhyZv,1,1,1,1
001i000000LhyZw,1,1,1,1
001i000000LhyZx,1,1,1,1
001i000000LhyZy,1,1,1,1
001i000000LhyZz,1,1,1,1
001i000000Lhya0,0,0,1,1
001i000000Lhya1,1,1,1,1
001i000000Lhya2,1,1,1,1
001i000000Lhya3,1,1,1,1
001i000000Lhya4,1,1,1,1
001i000000Lhya5,0,0,0,1
001i000000Lhya6,1,1,1,1
001i000000Lhya7,0,0,1,1
001i000000Lhya8,1,1,1,1
001i000000Lhya9,1,1,1,1
001i000000LhyaA,1,1,1,1
001i000000LhyaB,1,1,1,1
001i000000LhyaC,1,1,1,1
001i000000LhyaD,1,1,1,1
001i000000LhyaE,1,1,1,1
001i000000LhyaF,1,1,1,1
001i000000LhyaG,1,1,1,1
001i000000LhyaH,0,0,1,1
001i000000LhyaI,1,1,1,1
001i000000LhyaJ,1,1,1,1
001i000000LhyaK,1,1,1,1
001i000000LhyaL,1,1,1,1
001i000000LhyaM,1,1,1,1
001i000000LhyaN,1,1,1,1
001i000000LhyaO,1,1,1,1
001i000000LhyaP,1,1,1,1
001i000000LhyaQ,1,1,1,1
001i000000LhyaR,1,1,1,1
001i000000LhyaS,0,0,1,1
001i000000LhyaT,1,1,1,1
001i000000LhyaU,1,1,1,1
001i000000LhyaV,1,1,1,1
001i000000LhyaW,1,1,1,1
001i000000LhyaX,1,1,1,1
001i000000LhyaY,1,1,1,1
001i000000LhyaZ,1,1,1,1
001i000000Lhyaa,1,1,1,1
001i000000Lhyab,1,1,1,1
001i000000Lhyac,1,1,1,1
001i000000Lhyad,1,1,1,1
001i000000Lhyae,1,1,1,1
001i000000Lhyaf,1,1,1,1
001i000000Lhyag,1,1,1,1
001i000000Lhyah,0,0,1,1
001i000000Lhyai,1,1,1,1
001i000000Lhyaj,1,1,1,1
001i000000Lhyak,1,1,1,1
001i000000Lhyal,1,1,1,1
001i000000Lhyam,1,1,1,1
001i000000Lhyan,1,1,1,1
001i000000Lhyao,1,1,1,1
001i000000Lhyap,1,1,1,1
001i000000Lhyaq,1,1,1,1
001i000000Lhyar,1,1,1,1
001i000000Lhyas,0,0,1,1
001i000000Lhyat,1,1,1,1
001i000000Lhyau,1,1,1,1
001i000000Lhyav,1,1,1,1
001i000000Lhyaw,1,1,1,1
001i000000Lhyax,1,1,1,1
001i000000Lhyay,1,1,1,1
001i000000Lhyaz,1,1,1,1
001i000000Lhyb0,1,1,0,1
001i000000Lhyb1,1,1,1,1
001i000000Lhyb2,1,1,1,1
001i000000Lhyb3,0,0,0,1
001i000000Lhyb4,1,1,1,1
001i000000Lhyb5,1,1,1,1
001i000000Lhyb6,0,0,0,1
001i000000Lhyb7,1,1,1,1
001i000000Lhyb8,1,1,1,1
001i000000Lhyb9,1,1,1,1
001i000000LhybA,1,1,1,1
001i000000LhybB,0,0,1,1
001i000000LhybC,1,1,1,1
001i000000LhybD,0,0,0,1
001i000000LhybE,1,1,1,1
001i000000LhybF,1,1,1,1
001i000000LhybG,1,1,1,1
001i000000LhybH,1,1,1,1
001i000000LhybI,1,1,1,1
001i000000LhybJ,0,0,1,1
001i000000LhybK,0,0,1,1
001i000000LhybL,1,1,1,1
001i000000LhybM,1,1,1,1
001i000000LhybN,1,1,1,1
001i000000LhybO,1,1,1,1
001i000000LhybP,1,1,1,1
001i000000LhybQ,1,1,1,1
001i000000LhybR,1,1,1,1
001i000000LhybS,1,1,1,1
001i000000LhybT,1,1,1,1
001i000000LhybU,1,1,1,1
001i000000LhybV,1,1,1,1
001i000000LhybW,1,1,1,1
001i000000LhybX,1,1,1,1
001i000000LhybY,1,1,1,1
001i000000LhybZ,1,1,1,1
001i000000Lhyba,1,1,1,1
001i000000Lhybb,0,0,1,1
001i000000Lhybc,1,1,1,1
001i000000Lhybd,0,0,0,1
001i000000Lhybe,1,1,1,1
001i000000Lhybf,1,1,1,1
001i000000Lhybg,1,1,1,1
001i000000Lhybh,1,1,1,1
