X,Y,billing.zip.code,account.id,ZipCodeType,City,State,LocationType,Lat,Long,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages,hotspot
-70.85,42.5,1945,001i000000NuPc1,STANDARD,MARBLEHEAD,MA,PRIMARY,42.5,-70.85,NA-US-MA-MARBLEHEAD,FALSE,10228,18127,840108977,
-71.31,42.11,2056,001i000000NuOeH,STANDARD,NORFOLK,MA,PRIMARY,42.11,-71.31,NA-US-MA-NORFOLK,FALSE,4404,8410,358517844,
-71.06,42.35,2114,001i000000oks1t,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,FALSE,6447,8116,551322326,
-71.06,42.35,2115,001i000000MJzY0,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,FALSE,7970,9923,460529282,
-71.06,42.35,2116,001i000000MJzao,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,FALSE,10214,13687,1351420353,
-71.06,42.35,2116,001i000000MJzWn,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,FALSE,10214,13687,1351420353,
-71.06,42.35,2116,001i000000N1vVZ,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,FALSE,10214,13687,1351420353,
-71.06,42.35,2116,001i000000NuNgu,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,FALSE,10214,13687,1351420353,
-71.06,42.35,2116,001i000000NuORJ,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,FALSE,10214,13687,1351420353,
-71.11,42.3,2130,001i000000NuPWs,STANDARD,JAMAICA PLAIN,MA,PRIMARY,42.3,-71.11,NA-US-MA-JAMAICA PLAIN,FALSE,19207,27060,930225860,
-71.11,42.3,2130,001i000000NuPGI,STANDARD,JAMAICA PLAIN,MA,PRIMARY,42.3,-71.11,NA-US-MA-JAMAICA PLAIN,FALSE,19207,27060,930225860,
-71.11,42.3,2130,001i000000NuQO4,STANDARD,JAMAICA PLAIN,MA,PRIMARY,42.3,-71.11,NA-US-MA-JAMAICA PLAIN,FALSE,19207,27060,930225860,
-71.13,42.28,2131,001i000000NuPBZ,STANDARD,ROSLINDALE,MA,PRIMARY,42.28,-71.13,NA-US-MA-ROSLINDALE,FALSE,15098,23881,637197973,
-71.11,42.37,2138,001i000000NuQZB,STANDARD,CAMBRIDGE,MA,PRIMARY,42.37,-71.11,NA-US-MA-CAMBRIDGE,FALSE,15668,21578,1027911979,
-71.11,42.37,2138,001i000000NuOlm,STANDARD,CAMBRIDGE,MA,PRIMARY,42.37,-71.11,NA-US-MA-CAMBRIDGE,FALSE,15668,21578,1027911979,
-71.11,42.37,2138,001i000000NuPrJ,STANDARD,CAMBRIDGE,MA,PRIMARY,42.37,-71.11,NA-US-MA-CAMBRIDGE,FALSE,15668,21578,1027911979,
-71.11,42.37,2139,001i000000NuP3O,STANDARD,CAMBRIDGE,MA,PRIMARY,42.37,-71.11,NA-US-MA-CAMBRIDGE,FALSE,19543,25969,971287414,
-71.11,42.37,2139,001i000000NuPFL,STANDARD,CAMBRIDGE,MA,PRIMARY,42.37,-71.11,NA-US-MA-CAMBRIDGE,FALSE,19543,25969,971287414,
-71.11,42.37,2140,001i000000NuQhQ,STANDARD,CAMBRIDGE,MA,PRIMARY,42.37,-71.11,NA-US-MA-CAMBRIDGE,FALSE,9746,14277,528814265,
-71.11,42.37,2141,001i000000NuPFj,STANDARD,CAMBRIDGE,MA,PRIMARY,42.37,-71.11,NA-US-MA-CAMBRIDGE,FALSE,6125,8418,310303911,
-71.11,42.37,2141,001i000000NuQmK,STANDARD,CAMBRIDGE,MA,PRIMARY,42.37,-71.11,NA-US-MA-CAMBRIDGE,FALSE,6125,8418,310303911,
-71.1,42.39,2143,001i000000NuQTg,STANDARD,SOMERVILLE,MA,PRIMARY,42.39,-71.1,NA-US-MA-SOMERVILLE,FALSE,13983,18622,593097281,
-71.1,42.39,2143,001i000000NuO0u,STANDARD,SOMERVILLE,MA,PRIMARY,42.39,-71.1,NA-US-MA-SOMERVILLE,FALSE,13983,18622,593097281,
-71.1,42.42,2155,001i000000NuQUh,STANDARD,MEDFORD,MA,PRIMARY,42.42,-71.1,NA-US-MA-MEDFORD,FALSE,28812,44783,1320430597,
-71.06,42.35,2163,001i000000NuQLH,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,FALSE,630,723,46464955,
-71,42.26,2169,001i000000NuNWF,STANDARD,QUINCY,MA,PRIMARY,42.26,-71,NA-US-MA-QUINCY,FALSE,28140,43214,1238343865,
-71.06,42.35,2205,001i000000NuSoy,PO BOX,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,FALSE,1063,1513,36858731,
-71.06,42.35,2205,001i000000NuSph,PO BOX,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,FALSE,1063,1513,36858731,
-71.06,42.35,2205,001i000000NuSpB,PO BOX,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,FALSE,1063,1513,36858731,
-71.06,42.35,2215,001i000000NuPXR,STANDARD,BOSTON,MA,PRIMARY,42.35,-71.06,NA-US-MA-BOSTON,FALSE,6084,7098,288003972,
-70.67,42.04,2332,001i000000NuO5V,STANDARD,DUXBURY,MA,PRIMARY,42.04,-70.67,NA-US-MA-DUXBURY,FALSE,6267,11874,568634746,
-70.66,41.95,2360,001i000000NuQBW,STANDARD,PLYMOUTH,MA,PRIMARY,41.95,-70.66,NA-US-MA-PLYMOUTH,FALSE,25562,44333,1245239211,
-71.24,42.38,2451,001i000000NuOL5,STANDARD,WALTHAM,MA,PRIMARY,42.38,-71.24,NA-US-MA-WALTHAM,FALSE,9097,14526,491563149,
-71.24,42.38,2453,001i000000NuQtc,STANDARD,WALTHAM,MA,PRIMARY,42.38,-71.24,NA-US-MA-WALTHAM,FALSE,13382,20076,608496212,
-71.24,42.34,2466,001i000000NuRRt,STANDARD,AUBURNDALE,MA,PRIMARY,42.34,-71.24,NA-US-MA-AUBURNDALE,FALSE,3366,5838,255483758,
-71.23,42.32,2468,001i000000NuP9V,STANDARD,WABAN,MA,PRIMARY,42.32,-71.23,NA-US-MA-WABAN,FALSE,2772,5140,339797445,
-71.17,42.36,2472,001i000000NuPGG,STANDARD,WATERTOWN,MA,PRIMARY,42.36,-71.17,NA-US-MA-WATERTOWN,FALSE,17710,26221,892807332,
-71.16,42.41,2474,001i000000NuPGH,STANDARD,ARLINGTON,MA,PRIMARY,42.41,-71.16,NA-US-MA-ARLINGTON,FALSE,13880,22275,838343474,
-71.18,42.39,2478,001i000000NuR3k,STANDARD,BELMONT,MA,PRIMARY,42.39,-71.18,NA-US-MA-BELMONT,FALSE,12132,21169,955500316,
-71.27,42.31,2481,001i000000NuPYW,STANDARD,WELLESLEY HILLS,MA,PRIMARY,42.31,-71.27,NA-US-MA-WELLESLEY HILLS,FALSE,6960,13012,1359908283,
-70.08,41.76,2631,001i000000NuOsk,STANDARD,BREWSTER,MA,PRIMARY,41.76,-70.08,NA-US-MA-BREWSTER,FALSE,5179,8575,167998522,
-71.26,41.83,2769,001i000000NuPKB,STANDARD,REHOBOTH,MA,PRIMARY,41.83,-71.26,NA-US-MA-REHOBOTH,FALSE,5768,10452,303831693,
-71.31,41.73,2806,001i000000NuRX1,STANDARD,BARRINGTON,RI,PRIMARY,41.73,-71.31,NA-US-RI-BARRINGTON,FALSE,8069,15163,608756002,
-71.27,41.67,2809,001i000000NuPcU,STANDARD,BRISTOL,RI,PRIMARY,41.67,-71.27,NA-US-RI-BRISTOL,FALSE,9965,16829,456496819,
-71.5,41.63,2818,001i000000NuQeh,STANDARD,EAST GREENWICH,RI,PRIMARY,41.63,-71.5,NA-US-RI-EAST GREENWICH,FALSE,9600,16723,697210169,
-71.56,41.75,2831,001i000000NuPXf,STANDARD,HOPE,RI,PRIMARY,41.75,-71.56,NA-US-RI-HOPE,FALSE,1943,3532,98056088,
-71.41,41.82,2906,001i000000NuOAl,STANDARD,PROVIDENCE,RI,PRIMARY,41.82,-71.41,NA-US-RI-PROVIDENCE,FALSE,11882,17860,707310271,
-71.41,41.82,2906,001i000000NuQ8v,STANDARD,PROVIDENCE,RI,PRIMARY,41.82,-71.41,NA-US-RI-PROVIDENCE,FALSE,11882,17860,707310271,
-71.48,41.76,2910,001i000000NuR7u,STANDARD,CRANSTON,RI,PRIMARY,41.76,-71.48,NA-US-RI-CRANSTON,FALSE,11193,18350,395506404,
-71.41,41.82,2940,001i000000NuSpm,PO BOX,PROVIDENCE,RI,PRIMARY,41.82,-71.41,NA-US-RI-PROVIDENCE,FALSE,631,964,20811152,
-71.61,42.86,3031,001i000000NuO4J,STANDARD,AMHERST,NH,PRIMARY,42.86,-71.61,NA-US-NH-AMHERST,FALSE,5804,10851,459785171,
-71.48,42.86,3054,001i000000NuRRz,STANDARD,MERRIMACK,NH,PRIMARY,42.86,-71.48,NA-US-NH-MERRIMACK,FALSE,13512,24084,778515881,
-71.73,42.84,3086,001i000000NuNgw,STANDARD,WILTON,NH,PRIMARY,42.84,-71.73,NA-US-NH-WILTON,FALSE,2077,3655,96939434,
-71.45,42.99,3102,001i000000NuO9r,STANDARD,MANCHESTER,NH,PRIMARY,42.99,-71.45,NA-US-NH-MANCHESTER,FALSE,14956,23532,506228229,
-71.68,44.28,3574,001i000000NuNS7,STANDARD,BETHLEHEM,NH,PRIMARY,44.28,-71.68,NA-US-NH-BETHLEHEM,FALSE,1307,2199,42075847,
-72.27,43.7,3755,001i000000MJzSk,STANDARD,HANOVER,NH,PRIMARY,43.7,-72.27,NA-US-NH-HANOVER,FALSE,3960,6375,290477958,
-72.27,43.7,3755,001i000000NuQqv,STANDARD,HANOVER,NH,PRIMARY,43.7,-72.27,NA-US-NH-HANOVER,FALSE,3960,6375,290477958,
-70.77,43.01,3870,001i000000NuOKt,STANDARD,RYE,NH,PRIMARY,43.01,-70.77,NA-US-NH-RYE,FALSE,2654,4505,159358677,
-70.73,43.3,3906,001i000000NuQOY,STANDARD,NORTH BERWICK,ME,PRIMARY,43.3,-70.73,NA-US-ME-NORTH BERWICK,FALSE,2322,4111,92528387,
-69.96,43.91,4011,001i000000NuNpC,STANDARD,BRUNSWICK,ME,PRIMARY,43.91,-69.96,NA-US-ME-BRUNSWICK,FALSE,9902,16573,358823972,
-69.96,43.91,4011,001i000000NuRRv,STANDARD,BRUNSWICK,ME,PRIMARY,43.91,-69.96,NA-US-ME-BRUNSWICK,FALSE,9902,16573,358823972,
-70.69,43.6,4030,001i000000NuQI0,STANDARD,EAST WATERBORO,ME,PRIMARY,43.6,-70.69,NA-US-ME-EAST WATERBORO,FALSE,976,1767,37707501,
-70.54,43.38,4043,001i000000NuPP2,STANDARD,KENNEBUNK,ME,PRIMARY,43.38,-70.54,NA-US-ME-KENNEBUNK,FALSE,5507,9435,227138385,
-70.54,43.38,4043,001i000000NuOHF,STANDARD,KENNEBUNK,ME,PRIMARY,43.38,-70.54,NA-US-ME-KENNEBUNK,FALSE,5507,9435,227138385,
-70.51,43.87,4077,001i000000NuNs7,PO BOX,SOUTH CASCO,ME,PRIMARY,43.87,-70.51,NA-US-ME-SOUTH CASCO,FALSE,284,477,8516217,
-70.25,43.66,4101,001i000000NuRRu,STANDARD,PORTLAND,ME,PRIMARY,43.66,-70.25,NA-US-ME-PORTLAND,FALSE,7873,10260,218139233,
-70.25,43.66,4101,001i000000N1vMU,STANDARD,PORTLAND,ME,PRIMARY,43.66,-70.25,NA-US-ME-PORTLAND,FALSE,7873,10260,218139233,
-70.25,43.66,4103,001i000000NuRWz,STANDARD,PORTLAND,ME,PRIMARY,43.66,-70.25,NA-US-ME-PORTLAND,FALSE,15466,24317,578389896,
-69.72,44.33,4330,001i000000NuO8B,STANDARD,AUGUSTA,ME,PRIMARY,44.33,-69.72,NA-US-ME-AUGUSTA,FALSE,11840,19658,369684475,
-68.68,44.88,4469,001i000000MJzWm,UNIQUE,ORONO,ME,PRIMARY,44.88,-68.68,NA-US-ME-ORONO,FALSE,,,,
-69.12,44.05,4858,001i000000NuNsP,STANDARD,SOUTH THOMASTON,ME,PRIMARY,44.05,-69.12,NA-US-ME-SOUTH THOMASTON,FALSE,713,1256,18363171,
-69.56,44.48,4962,001i000000NuNmo,STANDARD,NORTH VASSALBORO,ME,PRIMARY,44.48,-69.56,NA-US-ME-NORTH VASSALBORO,FALSE,,,,
-72.3,43.72,5055,001i000000NuO3q,STANDARD,NORWICH,VT,PRIMARY,43.72,-72.3,NA-US-VT-NORWICH,FALSE,1918,3317,113788374,
-72.67,43.92,5060,001i000000NuPo6,STANDARD,RANDOLPH,VT,PRIMARY,43.92,-72.67,NA-US-VT-RANDOLPH,FALSE,2383,3991,76676536,
-72.57,42.86,5301,001i000000NuOsD,STANDARD,BRATTLEBORO,VT,PRIMARY,42.86,-72.57,NA-US-VT-BRATTLEBORO,FALSE,7576,12127,234877039,
-72.65,42.98,5345,001i000000NuQ6O,STANDARD,NEWFANE,VT,PRIMARY,42.98,-72.65,NA-US-VT-NEWFANE,FALSE,836,1416,24951186,
-73.22,44.48,5401,001i000000NuPQQ,STANDARD,BURLINGTON,VT,PRIMARY,44.48,-73.22,NA-US-VT-BURLINGTON,FALSE,12185,16845,388745430,
-73.21,44.44,5403,001i000000NuPLx,STANDARD,SOUTH BURLINGTON,VT,PRIMARY,44.44,-73.21,NA-US-VT-SOUTH BURLINGTON,FALSE,9800,15655,431304154,
-73.18,44.49,5404,001i000000NuO8j,STANDARD,WINOOSKI,VT,PRIMARY,44.49,-73.18,NA-US-VT-WINOOSKI,FALSE,3686,5309,104066760,
-73.23,44.38,5482,001i000000NuPwJ,STANDARD,SHELBURNE,VT,PRIMARY,44.38,-73.23,NA-US-VT-SHELBURNE,FALSE,3937,6810,228105893,
-72.97,44.53,5489,001i000000NuQUb,STANDARD,UNDERHILL,VT,PRIMARY,44.53,-72.97,NA-US-VT-UNDERHILL,FALSE,1556,2816,79046390,
-73.07,44.43,5495,001i000000NuNlh,STANDARD,WILLISTON,VT,PRIMARY,44.43,-73.07,NA-US-VT-WILLISTON,FALSE,5240,9087,269641166,
-72.49,44.28,5651,001i000000NuOW2,STANDARD,EAST MONTPELIER,VT,PRIMARY,44.28,-72.49,NA-US-VT-EAST MONTPELIER,FALSE,847,1465,31441828,
-73.36,41.95,6031,001i000000MKXh0,STANDARD,FALLS VILLAGE,CT,PRIMARY,41.95,-73.36,NA-US-CT-FALLS VILLAGE,FALSE,638,1062,27557689,
-73.19,41.99,6058,001i000000elSRR,STANDARD,NORFOLK,CT,PRIMARY,41.99,-73.19,NA-US-CT-NORFOLK,FALSE,882,1485,35818663,
-72.68,41.76,6106,001i000000MJzXK,STANDARD,HARTFORD,CT,PRIMARY,41.76,-72.68,NA-US-CT-HARTFORD,FALSE,15185,24425,381886175,
-72.68,41.76,6115,001i000000MKXgx,PO BOX,HARTFORD,CT,PRIMARY,41.76,-72.68,NA-US-CT-HARTFORD,FALSE,,,,
-72.74,41.75,6117,001i000000oks3v,STANDARD,WEST HARTFORD,CT,PRIMARY,41.75,-72.74,NA-US-CT-WEST HARTFORD,FALSE,7295,13211,599591815,
-72.74,41.75,6119,001i000000NuQcE,STANDARD,WEST HARTFORD,CT,PRIMARY,41.75,-72.74,NA-US-CT-WEST HARTFORD,FALSE,7507,12133,401473695,
-72.25,41.8,6269,001i000000MJzXL,UNIQUE,STORRS MANSFIELD,CT,PRIMARY,41.8,-72.25,NA-US-CT-STORRS MANSFIELD,FALSE,375,384,5069622,
-72.67,41.28,6437,001i000000NuQuO,STANDARD,GUILFORD,CT,PRIMARY,41.28,-72.67,NA-US-CT-GUILFORD,FALSE,11064,19859,764170225,
-72.67,41.28,6437,001i000000NuRRm,STANDARD,GUILFORD,CT,PRIMARY,41.28,-72.67,NA-US-CT-GUILFORD,FALSE,11064,19859,764170225,
-72.67,41.28,6437,001i000000NuPSD,STANDARD,GUILFORD,CT,PRIMARY,41.28,-72.67,NA-US-CT-GUILFORD,FALSE,11064,19859,764170225,
-72.59,41.27,6443,001i000000NuPiq,STANDARD,MADISON,CT,PRIMARY,41.27,-72.59,NA-US-CT-MADISON,FALSE,9089,16636,705367648,
-72.65,41.54,6457,001i000000NuPT8,STANDARD,MIDDLETOWN,CT,PRIMARY,41.54,-72.65,NA-US-CT-MIDDLETOWN,FALSE,22549,36168,1056055176,
-73.2,41.36,6468,001i000000MKXgu,STANDARD,MONROE,CT,PRIMARY,41.36,-73.2,NA-US-CT-MONROE,FALSE,9375,17424,646972345,
-72.85,41.38,6473,001i000000NuQaw,STANDARD,NORTH HAVEN,CT,PRIMARY,41.38,-72.85,NA-US-CT-NORTH HAVEN,FALSE,12402,21685,633881271,
-72.92,41.31,6511,001i000000NuRRo,STANDARD,NEW HAVEN,CT,PRIMARY,41.31,-72.92,NA-US-CT-NEW HAVEN,FALSE,21024,31415,762115986,
-72.92,41.31,6511,001i000000MKXhA,STANDARD,NEW HAVEN,CT,PRIMARY,41.31,-72.92,NA-US-CT-NEW HAVEN,FALSE,21024,31415,762115986,
-72.92,41.31,6511,001i000000NuPga,STANDARD,NEW HAVEN,CT,PRIMARY,41.31,-72.92,NA-US-CT-NEW HAVEN,FALSE,21024,31415,762115986,
-72.92,41.31,6511,001i000000NuQiw,STANDARD,NEW HAVEN,CT,PRIMARY,41.31,-72.92,NA-US-CT-NEW HAVEN,FALSE,21024,31415,762115986,
-72.92,41.31,6515,001i000000NuNeC,STANDARD,NEW HAVEN,CT,PRIMARY,41.31,-72.92,NA-US-CT-NEW HAVEN,FALSE,6774,10815,302688726,
-72.92,41.31,6515,001i000000NuQTm,STANDARD,NEW HAVEN,CT,PRIMARY,41.31,-72.92,NA-US-CT-NEW HAVEN,FALSE,6774,10815,302688726,
-72.9,41.37,6518,001i000000NuPkj,STANDARD,HAMDEN,CT,PRIMARY,41.37,-72.9,NA-US-CT-HAMDEN,FALSE,7855,13044,414512575,
-72.92,41.31,6520,001i000000heTgd,PO BOX,NEW HAVEN,CT,PRIMARY,41.31,-72.92,NA-US-CT-NEW HAVEN,FALSE,622,663,9658588,
-72.92,41.31,6520,001i000000MJzY1,PO BOX,NEW HAVEN,CT,PRIMARY,41.31,-72.92,NA-US-CT-NEW HAVEN,FALSE,622,663,9658588,
-72.96,41.34,6525,001i000000NuQZj,STANDARD,WOODBRIDGE,CT,PRIMARY,41.34,-72.96,NA-US-CT-WOODBRIDGE,FALSE,4766,8587,416297802,
-73.03,41.55,6702,001i000000NuSoo,STANDARD,WATERBURY,CT,PRIMARY,41.55,-73.03,NA-US-CT-WATERBURY,FALSE,968,1545,15529417,
-73.28,41.13,6825,001i000000MKXgy,STANDARD,FAIRFIELD,CT,PRIMARY,41.13,-73.28,NA-US-CT-FAIRFIELD,FALSE,9355,16768,638307823,NYC
-73.28,41.13,6828,001i000000NuSpO,UNIQUE,FAIRFIELD,CT,PRIMARY,41.13,-73.28,NA-US-CT-FAIRFIELD,FALSE,,,,NYC
-73.63,41.06,6830,001i000000NuO5Z,STANDARD,GREENWICH,CT,PRIMARY,41.06,-73.63,NA-US-CT-GREENWICH,FALSE,11984,19812,311991912,NYC
-73.63,41.06,6830,001i000000NuQr0,STANDARD,GREENWICH,CT,PRIMARY,41.06,-73.63,NA-US-CT-GREENWICH,FALSE,11984,19812,311991912,NYC
-73.63,41.06,6831,001i000000NuRRn,STANDARD,GREENWICH,CT,PRIMARY,41.06,-73.63,NA-US-CT-GREENWICH,FALSE,7551,12950,189963035,NYC
-73.34,41.12,6880,001i000000NuPDC,STANDARD,WESTPORT,CT,PRIMARY,41.12,-73.34,NA-US-CT-WESTPORT,FALSE,12976,23735,279474889,NYC
-73.34,41.12,6880,001i000000NuQSI,STANDARD,WESTPORT,CT,PRIMARY,41.12,-73.34,NA-US-CT-WESTPORT,FALSE,12976,23735,279474889,NYC
-73.37,41.22,6883,001i000000NuP7y,STANDARD,WESTON,CT,PRIMARY,41.22,-73.37,NA-US-CT-WESTON,FALSE,4769,9143,904421191,NYC
-73.42,41.18,6897,001i000000NuPFe,STANDARD,WILTON,CT,PRIMARY,41.18,-73.42,NA-US-CT-WILTON,FALSE,8651,16501,1556090212,NYC
-73.55,41.09,6902,001i000000NuOBz,STANDARD,STAMFORD,CT,PRIMARY,41.09,-73.55,NA-US-CT-STAMFORD,FALSE,29001,47130,1753889885,NYC
-73.55,41.09,6903,001i000000NuQvG,STANDARD,STAMFORD,CT,PRIMARY,41.09,-73.55,NA-US-CT-STAMFORD,FALSE,7024,13113,992249583,NYC
-73.55,41.09,6904,001i000000NuPNR,PO BOX,STAMFORD,CT,PRIMARY,41.09,-73.55,NA-US-CT-STAMFORD,FALSE,449,743,15670221,NYC
-73.55,41.09,6905,001i000000NuOHW,STANDARD,STAMFORD,CT,PRIMARY,41.09,-73.55,NA-US-CT-STAMFORD,FALSE,10634,17913,791584530,NYC
-73.55,41.09,6926,001i000000NuSpV,UNIQUE,STAMFORD,CT,PRIMARY,41.09,-73.55,NA-US-CT-STAMFORD,FALSE,,,,NYC
-74.33,40.74,7078,001i000000NuQ04,STANDARD,SHORT HILLS,NJ,PRIMARY,40.74,-74.33,NA-US-NJ-SHORT HILLS,FALSE,6535,12661,1739982666,NYC
-74.06,40.78,7094,001i000000NuPgW,STANDARD,SECAUCUS,NJ,PRIMARY,40.78,-74.06,NA-US-NJ-SECAUCUS,FALSE,8461,14192,566152617,NYC
-74.17,40.72,7102,001i000000MJzXc,STANDARD,NEWARK,NJ,PRIMARY,40.72,-74.17,NA-US-NJ-NEWARK,FALSE,3651,5503,135280553,NYC
-74.06,40.71,7302,001i000000oks4O,STANDARD,JERSEY CITY,NJ,PRIMARY,40.71,-74.06,NA-US-NJ-JERSEY CITY,FALSE,19464,28393,1642523522,NYC
-74.16,40.91,7504,001i000000pnuuE,STANDARD,PATERSON,NJ,PRIMARY,40.91,-74.16,NA-US-NJ-PATERSON,FALSE,6481,10707,187198101,NYC
-73.95,40.93,7626,001i000000NuSqB,STANDARD,CRESSKILL,NJ,PRIMARY,40.93,-73.95,NA-US-NJ-CRESSKILL,FALSE,3969,7423,368206781,NYC
-73.97,40.89,7631,001i000000NuQcg,STANDARD,ENGLEWOOD,NJ,PRIMARY,40.89,-73.97,NA-US-NJ-ENGLEWOOD,FALSE,13307,21826,855231575,NYC
-74.04,41.05,7645,001i000000NuQZV,STANDARD,MONTVALE,NJ,PRIMARY,41.05,-74.04,NA-US-NJ-MONTVALE,FALSE,3893,7226,359404336,NYC
-74.01,40.22,7712,001i000000NuOPE,STANDARD,ASBURY PARK,NJ,PRIMARY,40.22,-74.01,NA-US-NJ-ASBURY PARK,FALSE,19091,31680,890993762,NYC
-74.05,40.29,7724,001i000000NuPXy,STANDARD,EATONTOWN,NJ,PRIMARY,40.29,-74.05,NA-US-NJ-EATONTOWN,FALSE,11320,18937,601387585,NYC
-74.27,40.25,7728,001i000000NuPVs,STANDARD,FREEHOLD,NJ,PRIMARY,40.25,-74.27,NA-US-NJ-FREEHOLD,FALSE,25848,46233,1518521257,NYC
-74,40.36,7760,001i000000NuOB0,STANDARD,RUMSON,NJ,PRIMARY,40.36,-74,NA-US-NJ-RUMSON,FALSE,4749,8555,860405766,NYC
-74.01,40.29,7764,001i000000NuPlY,STANDARD,WEST LONG BRANCH,NJ,PRIMARY,40.29,-74.01,NA-US-NJ-WEST LONG BRANCH,FALSE,3343,5838,175716375,NYC
-74.99,39.9,8003,001i000000aSCzV,STANDARD,CHERRY HILL,NJ,PRIMARY,39.9,-74.99,NA-US-NJ-CHERRY HILL,FALSE,15101,27889,1105139645,
-75.11,39.7,8028,001i000000NuQRl,STANDARD,GLASSBORO,NJ,PRIMARY,39.7,-75.11,NA-US-NJ-GLASSBORO,FALSE,7778,13452,330389745,
-74.52,40.26,8520,001i000000MKXh8,STANDARD,HIGHTSTOWN,NJ,PRIMARY,40.26,-74.52,NA-US-NJ-HIGHTSTOWN,FALSE,13496,24186,797080400,NYC
-74.65,40.35,8540,001i000000NuNgB,STANDARD,PRINCETON,NJ,PRIMARY,40.35,-74.65,NA-US-NJ-PRINCETON,FALSE,21009,38222,,NYC
-74.65,40.35,8540,001i000000NuOyM,STANDARD,PRINCETON,NJ,PRIMARY,40.35,-74.65,NA-US-NJ-PRINCETON,FALSE,21009,38222,,NYC
