"account.id","billing.zip.code","billing.city","missing","City","State","Lat","Long","hotspot","dBerkley","dSF","dPeninsula"
"001i000000aUDwx",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"001i000000aUDxb",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"001i000000aUDxg",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"001i000000aUDxH",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"001i000000aUDxW",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"001i000000aUDy5",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"001i000000aUDyF",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"001i000000aUDyj",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"001i000000aUDyK",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"001i000000aUDyU",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"001i000000bUJa6","94122","San Francisco",0,"SAN FRANCISCO","CA",37.76,-122.48,"BayArea",14.0466687915003,3.39005414955431,28.4704499932337
"001i000000bUJeI","94117","San Francisco",0,"SAN FRANCISCO","CA",37.76,-122.44,"BayArea",12.2431819773811,1.51457142503336,27.2019651549045
"001i000000bUJLF","94115","SAN FRANCISCO",0,"SAN FRANCISCO","CA",37.78,-122.43,"BayArea",10.9975377453387,0.527481964210213,28.0788482520332
"001i000000bUJpC","94122","San Francisco",0,"SAN FRANCISCO","CA",37.76,-122.48,"BayArea",14.0466687915003,3.39005414955431,28.4704499932337
"001i000000bUJpv","94109","San Francisco",0,"SAN FRANCISCO","CA",37.79,-122.42,"BayArea",10.1650201571744,0.949557293457745,28.4011479206665
"001i000000bUJYF","94610","Oakland",0,"OAKLAND","CA",37.81,-122.24,"BayArea",4.11508658729942,10.1934329011678,26.4558771467581
"001i000000bUK8H","94114","San Francisco",0,"SAN FRANCISCO","CA",37.75,-122.43,"BayArea",12.2582855946992,1.87891697704485,26.323289239554
"001i000000bUKA9","94114","San Francisco",0,"SAN FRANCISCO","CA",37.75,-122.43,"BayArea",12.2582855946992,1.87891697704485,26.323289239554
"001i000000bUKYA","94122","San Francisco",0,"SAN FRANCISCO","CA",37.76,-122.48,"BayArea",14.0466687915003,3.39005414955431,28.4704499932337
"001i000000bULF0","94115","San Francisco",0,"SAN FRANCISCO","CA",37.78,-122.43,"BayArea",10.9975377453387,0.527481964210213,28.0788482520332
"001i000000bV0sK","94118","San Francisco",0,"SAN FRANCISCO","CA",37.78,-122.46,"BayArea",12.4019864222514,2.11777574953375,28.9597886055229
"001i000000bV0tc","94109","San Francisco",0,"SAN FRANCISCO","CA",37.79,-122.42,"BayArea",10.1650201571744,0.949557293457745,28.4011479206665
"001i000000bV0yI","94606","Oakland",0,"OAKLAND","CA",37.78,-122.24,"BayArea",6.13244808524747,9.92900610720149,24.4073017348323
"001i000000bV0yw","94702","Berkeley",0,"BERKELEY","CA",37.86,-122.28,"BayArea",1.11842199270746,9.66045134067839,30.2529592034207
"001i000000bV10n","94114","san francisco",0,"SAN FRANCISCO","CA",37.75,-122.43,"BayArea",12.2582855946992,1.87891697704485,26.323289239554
"001i000000bV159","94552","Castro Valley",0,"CASTRO VALLEY","CA",37.69,-122.01,"BayArea",18.4133724840112,23.2928626682837,19.7913371672391
"001i000000bV1AA","94117","San Francisco",0,"SAN FRANCISCO","CA",37.76,-122.44,"BayArea",12.2431819773811,1.51457142503336,27.2019651549045
"001i000000bV1AJ","94110","San Francisco",0,"SAN FRANCISCO","CA",37.74,-122.41,"BayArea",11.9590609597601,2.59097927902824,25.1492019756071
"001i000000bV1CK","94109","San Francisco",0,"SAN FRANCISCO","CA",37.79,-122.42,"BayArea",10.1650201571744,0.949557293457745,28.4011479206665
"001i000000bV1Cy","94611","Oakland",0,"OAKLAND","CA",37.83,-122.22,"BayArea",3.42069665065432,11.6243547342125,27.68567399962
"001i000000bV1Ea","94158","San Francisco",0,"SAN FRANCISCO","CA",37.76,-122.39,"BayArea",10.2013417076367,2.06177202590126,25.7912771699272
"001i000000bV1FA","91108","San Marino",0,"SAN MARINO","CA",34.12,-118.11,"SoCal",348.007603810674,349.57529524685,322.896390661906
"001i000000bV1Ra","94610","Oakland",0,"OAKLAND","CA",37.81,-122.24,"BayArea",4.11508658729942,10.1934329011678,26.4558771467581
"001i000000bV1Tv","94103","San Francisco",0,"SAN FRANCISCO","CA",37.77,-122.41,"BayArea",10.5278738229048,0.768138634570924,26.9282362077284
"001i000000bV1VX","94102","San Francisco",0,"SAN FRANCISCO","CA",37.77,-122.41,"BayArea",10.5278738229048,0.768138634570924,26.9282362077284
"001i000000bV1Zo","94114","San Francisco",0,"SAN FRANCISCO","CA",37.75,-122.43,"BayArea",12.2582855946992,1.87891697704485,26.323289239554
"001i000000bV3KZ","94131","San Francisco",0,"SAN FRANCISCO","CA",37.74,-122.44,"BayArea",13.1269097217201,2.70798361671258,26.0605342650374
"001i000000bZlak","94110","San Francisco",0,"SAN FRANCISCO","CA",37.74,-122.41,"BayArea",11.9590609597601,2.59097927902824,25.1492019756071
"001i000000bZldE","94703","Berkeley",0,"BERKELEY","CA",37.86,-122.27,"BayArea",0.66943722545461,10.1032643240295,30.1448161983031
"001i000000bZlds","94709","Berkeley",0,"BERKELEY","CA",37.87,-122.26,"BayArea",0.223632315497778,10.9498907917998,30.7279716014884
"001i000000c1ohC","94110","San Francisco",0,"SAN FRANCISCO","CA",37.74,-122.41,"BayArea",11.9590609597601,2.59097927902824,25.1492019756071
"001i000000c1oin","94114","San Francisco",0,"SAN FRANCISCO","CA",37.75,-122.43,"BayArea",12.2582855946992,1.87891697704485,26.323289239554
"001i000000c1oJG","94903","San Rafael",0,"SAN RAFAEL","CA",38.02,-122.54,"BayArea",18.5134156771719,18.0532658164097,45.5249327389578
"001i000000c1okK","94901","san rafael",0,"SAN RAFAEL","CA",37.97,-122.5,"BayArea",14.8353159184708,14.0652515659376,41.456418720137
"001i000000c1okp","94123","San Francisco",0,"SAN FRANCISCO","CA",37.8,-122.43,"BayArea",10.3045762459543,1.70150695783867,29.2724686851743
"001i000000c1olX","94110","San Francisco",0,"SAN FRANCISCO","CA",37.74,-122.41,"BayArea",11.9590609597601,2.59097927902824,25.1492019756071
"001i000000c1oMo","94131","San Francisco",0,"SAN FRANCISCO","CA",37.74,-122.44,"BayArea",13.1269097217201,2.70798361671258,26.0605342650374
"001i000000c1on4","94109","San Francisco",0,"SAN FRANCISCO","CA",37.79,-122.42,"BayArea",10.1650201571744,0.949557293457745,28.4011479206665
"001i000000c1oSf","94122","San Francisco",0,"SAN FRANCISCO","CA",37.76,-122.48,"BayArea",14.0466687915003,3.39005414955431,28.4704499932337
"001i000000c1ot7","94134","San Francisco",0,"SAN FRANCISCO","CA",37.72,-122.41,"BayArea",13.0099740000216,3.94717805580572,23.9896282075542
"001i000000c1ouP","94102","San Francisco",0,"SAN FRANCISCO","CA",37.77,-122.41,"BayArea",10.5278738229048,0.768138634570924,26.9282362077284
"001i000000c1owG","94123","San Francisco",0,"SAN FRANCISCO","CA",37.8,-122.43,"BayArea",10.3045762459543,1.70150695783867,29.2724686851743
"001i000000c1oxT","94705","Berkeley",0,"BERKELEY","CA",37.86,-122.24,"BayArea",1.2723077014902,11.4853829134071,29.8783364878991
"001i000000c1ozA","94102","San Francisco",0,"SAN FRANCISCO","CA",37.77,-122.41,"BayArea",10.5278738229048,0.768138634570924,26.9282362077284
"001i000000c1p11","94103","San Francisco",0,"SAN FRANCISCO","CA",37.77,-122.41,"BayArea",10.5278738229048,0.768138634570924,26.9282362077284
"001i000000c1p4e","94116","San Francisco",0,"SAN FRANCISCO","CA",37.74,-122.48,"BayArea",14.823696764161,4.06622709296517,27.3822954569315
"001i000000c1p6L","94110","San Francisco",0,"SAN FRANCISCO","CA",37.74,-122.41,"BayArea",11.9590609597601,2.59097927902824,25.1492019756071
"001i000000c1r1e","94530","El Cerrito",0,"EL CERRITO","CA",37.91,-122.3,"BayArea",3.64049822620141,11.3834144537753,33.8645191554926
"001i000000c28iB","95060","Santa Cruz",0,"SANTA CRUZ","CA",37.04,-122.1,"BayArea",57.8903467077412,53.9113100415863,27.3624511337442
"001i000000c28k2","94123","San Francisco",0,"SAN FRANCISCO","CA",37.8,-122.43,"BayArea",10.3045762459543,1.70150695783867,29.2724686851743
"001i000000c28Le","94703","Berkeley",0,"BERKELEY","CA",37.86,-122.27,"BayArea",0.66943722545461,10.1032643240295,30.1448161983031
"001i000000c28lF","94117","San Francisco",0,"SAN FRANCISCO","CA",37.76,-122.44,"BayArea",12.2431819773811,1.51457142503336,27.2019651549045
"001i000000c28o0","94025","Menlo Park",0,"MENLO PARK","CA",37.45,-122.17,"BayArea",29.2779844416343,26.4486620023269,1.26011037066595
"001i000000c296j","95056","Santa Clara",0,"SANTA CLARA","CA",37.4,-121.96,"BayArea",36.282626217972,36.3000536169689,11.5400540511259
"001i000000c29Oo","94107","San Francisco",0,"SAN FRANCISCO","CA",37.76,-122.39,"BayArea",10.2013417076367,2.06177202590126,25.7912771699272
"001i000000c29zf","94118","San Francisco",0,"SAN FRANCISCO","CA",37.78,-122.46,"BayArea",12.4019864222514,2.11777574953375,28.9597886055229
"001i000000c2KnQ","94118","San Francisco",0,"SAN FRANCISCO","CA",37.78,-122.46,"BayArea",12.4019864222514,2.11777574953375,28.9597886055229
"001i000000c2KTV","94941","Mill Valley",0,"MILL VALLEY","CA",37.89,-122.56,"BayArea",16.3731030368975,10.9108303633542,38.3235882413876
"001i000000c2Kz2","94110","San Francisco",0,"SAN FRANCISCO","CA",37.74,-122.41,"BayArea",11.9590609597601,2.59097927902824,25.1492019756071
"001i000000cBfci","94115","San Francisco",0,"SAN FRANCISCO","CA",37.78,-122.43,"BayArea",10.9975377453387,0.527481964210213,28.0788482520332
"001i000000cBfd7","94110","San Francisco",0,"SAN FRANCISCO","CA",37.74,-122.41,"BayArea",11.9590609597601,2.59097927902824,25.1492019756071
"001i000000cBfej","94618","OAKLAND",0,"OAKLAND","CA",37.84,-122.23,"BayArea",2.54114741467251,11.3570821784751,28.4357271448556
"001i000000cBfm9","94109","San Francisco",0,"SAN FRANCISCO","CA",37.79,-122.42,"BayArea",10.1650201571744,0.949557293457745,28.4011479206665
"001i000000cBfoF","94110","San Francisco",0,"SAN FRANCISCO","CA",37.74,-122.41,"BayArea",11.9590609597601,2.59097927902824,25.1492019756071
"001i000000cBfot","94110","San Francisco",0,"SAN FRANCISCO","CA",37.74,-122.41,"BayArea",11.9590609597601,2.59097927902824,25.1492019756071
"001i000000cBfqL","95071","Saratoga",0,"SARATOGA","CA",37.25,-122.03,"BayArea",44.5287751720733,42.2737625568187,14.650087579316
"001i000000cBfXt","94134","San Francisco",0,"SAN FRANCISCO","CA",37.72,-122.41,"BayArea",13.0099740000216,3.94717805580572,23.9896282075542
"001i000000cBfXy","94158","San Francisco",0,"SAN FRANCISCO","CA",37.76,-122.39,"BayArea",10.2013417076367,2.06177202590126,25.7912771699272
"001i000000cBheR","94002","Belmont",0,"BELMONT","CA",37.5,-122.3,"BayArea",25.4741059247941,20.2408099948549,8.72440359134647
"001i000000cC4nJ","94530","El Cerrito",0,"EL CERRITO","CA",37.91,-122.3,"BayArea",3.64049822620141,11.3834144537753,33.8645191554926
"001i000000cCGys","94080","South San Francisco",0,"SOUTH SAN FRANCISCO","CA",37.65,-122.42,"BayArea",17.3327671615672,8.73888237385816,20.5229270101572
"001i000000cCHx7",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"001i000000cCIBy",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"001i000000cCIEi",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"001i000000cCK19",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"001i000000cEB1F","94804","Richmond",0,"RICHMOND","CA",37.92,-122.34,"BayArea",5.63751573558505,10.8908107469045,35.0701118667275
"001i000000cESU8",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"001i000000cEtsj","94920","Tiburon",0,"BELVEDERE TIBURON","CA",37.89,-122.47,"BayArea",11.4923149890681,8.29678656756197,35.7826167852807
"001i000000cEtvO","94920","Tiburon",0,"BELVEDERE TIBURON","CA",37.89,-122.47,"BayArea",11.4923149890681,8.29678656756197,35.7826167852807
"001i000000cEu1p","94507","Alamo",0,"ALAMO","CA",37.84,-121.97,"BayArea",16.0326435413494,25.0676077456508,30.1957741198029
"001i000000dTcmw",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"001i000000dW7qk","94706","Albany",0,"ALBANY","CA",37.88,-122.29,"BayArea",1.79516991047637,10.1530615857088,31.7204135709412
"001i000000dW7r8","94110","San Francisco",0,"SAN FRANCISCO","CA",37.74,-122.41,"BayArea",11.9590609597601,2.59097927902824,25.1492019756071
"001i000000dW7rh","94530","El Cerrito",0,"EL CERRITO","CA",37.91,-122.3,"BayArea",3.64049822620141,11.3834144537753,33.8645191554926
"001i000000dW7rS","94115","San Francisco",0,"SAN FRANCISCO","CA",37.78,-122.43,"BayArea",10.9975377453387,0.527481964210213,28.0788482520332
"001i000000dW7to","94706","Albany",0,"ALBANY","CA",37.88,-122.29,"BayArea",1.79516991047637,10.1530615857088,31.7204135709412
"001i000000dW7uC","94709","Berkeley",0,"BERKELEY","CA",37.87,-122.26,"BayArea",0.223632315497778,10.9498907917998,30.7279716014884
"001i000000dW7ys","94530","El Cerrito",0,"EL CERRITO","CA",37.91,-122.3,"BayArea",3.64049822620141,11.3834144537753,33.8645191554926
"001i000000dW800","94610","Oakland",0,"OAKLAND","CA",37.81,-122.24,"BayArea",4.11508658729942,10.1934329011678,26.4558771467581
"001i000000dW825","94606","Oakland",0,"OAKLAND","CA",37.78,-122.24,"BayArea",6.13244808524747,9.92900610720149,24.4073017348323
"001i000000dW82e","94708","Kensingtont",0,"BERKELEY","CA",37.9,-122.26,"BayArea",2.28392621316163,12.2909736557185,32.7755996502164
"001i000000dW848","94707","Berkeley",0,"BERKELEY","CA",37.9,-122.28,"BayArea",2.4949449025117,11.531582571248,32.9650786305347
"001i000000dW84X","93706","Berkeley",0,"FRESNO","CA",36.64,-119.91,"",154.806527650143,159.126703275605,136.089712578032
"001i000000dW85G","94577","San Leandro",0,"SAN LEANDRO","CA",37.71,-122.16,"BayArea",12.1968972829682,15.0241185129883,19.2301125603601
"001i000000dW85u","94577","San Leandro",0,"SAN LEANDRO","CA",37.71,-122.16,"BayArea",12.1968972829682,15.0241185129883,19.2301125603601
"001i000000dW86O","94702","Berkeley",0,"BERKELEY","CA",37.86,-122.28,"BayArea",1.11842199270746,9.66045134067839,30.2529592034207
"001i000000dW87H","94577","San Leandro",0,"SAN LEANDRO","CA",37.71,-122.16,"BayArea",12.1968972829682,15.0241185129883,19.2301125603601
"001i000000dW87R","94530","El cerrito",0,"EL CERRITO","CA",37.91,-122.3,"BayArea",3.64049822620141,11.3834144537753,33.8645191554926
"001i000000dW880","94605","Oakland",0,"OAKLAND","CA",37.75,-122.13,"BayArea",10.8253274984842,16.046777817382,22.0831045356469
"001i000000dW88A","94707","Berkeley",0,"BERKELEY","CA",37.9,-122.28,"BayArea",2.4949449025117,11.531582571248,32.9650786305347
"001i000000dW88o","94577","San leandro",0,"SAN LEANDRO","CA",37.71,-122.16,"BayArea",12.1968972829682,15.0241185129883,19.2301125603601
"001i000000dW8BJ","94707","Berkeley",0,"BERKELEY","CA",37.9,-122.28,"BayArea",2.4949449025117,11.531582571248,32.9650786305347
"001i000000dW8Cj","94707","Berkeley",0,"BERKELEY","CA",37.9,-122.28,"BayArea",2.4949449025117,11.531582571248,32.9650786305347
"001i000000dW8Cy","94707","Berkeley",0,"BERKELEY","CA",37.9,-122.28,"BayArea",2.4949449025117,11.531582571248,32.9650786305347
"001i000000dW8E6","94611","Oakland",0,"OAKLAND","CA",37.83,-122.22,"BayArea",3.42069665065432,11.6243547342125,27.68567399962
"001i000000dW8Ec","94901","san rafael",0,"SAN RAFAEL","CA",37.97,-122.5,"BayArea",14.8353159184708,14.0652515659376,41.456418720137
"001i000000dW8Ew","94611","Piedmont",0,"OAKLAND","CA",37.83,-122.22,"BayArea",3.42069665065432,11.6243547342125,27.68567399962
"001i000000dW8Fa","94803","el sobrante",0,"EL SOBRANTE","CA",37.95,-122.26,"BayArea",5.74165752601624,14.9048429421851,36.1952926603601
"001i000000dW8Ff","94117","San Francisco",0,"SAN FRANCISCO","CA",37.76,-122.44,"BayArea",12.2431819773811,1.51457142503336,27.2019651549045
"001i000000dW8Fz","94523","plesant hill",0,"PLEASANT HILL","CA",37.95,-122.07,"BayArea",11.9265339908786,22.647159080301,36.2131427110116
"001i000000dW8Gi","94568","Dublin",0,"DUBLIN","CA",37.71,-121.91,"BayArea",22.0739918796943,28.3549678424102,23.8094466055116
"001i000000dW8Gx","94577","San Leandro",0,"SAN LEANDRO","CA",37.71,-122.16,"BayArea",12.1968972829682,15.0241185129883,19.2301125603601
"001i000000dW8KB","94595","Walnut Creek",0,"WALNUT CREEK","CA",37.86,-122.07,"BayArea",10.4714451890283,20.0628939513395,30.0677965626683
"001i000000eFnsZ","94025","Menlo Park",0,"MENLO PARK","CA",37.45,-122.17,"BayArea",29.2779844416343,26.4486620023269,1.26011037066595
"001i000000ekimK","94598","Walnut Creek",0,"WALNUT CREEK","CA",37.91,-122.01,"BayArea",14.0505753586643,24.3082374065723,34.1491864168061
"001i000000el8h0","94107","San Francisco",0,"SAN FRANCISCO","CA",37.76,-122.39,"BayArea",10.2013417076367,2.06177202590126,25.7912771699272
"001i000000el9mI",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"001i000000elafr","94507","Alamo",0,"ALAMO","CA",37.84,-121.97,"BayArea",16.0326435413494,25.0676077456508,30.1957741198029
"001i000000elal1","10022","New York",0,"NEW YORK","NY",40.71,-73.99,"NYC",2559.241652077,2569.6032074077,2564.72448136254
"001i000000elam9",NA,"San Francisco",0,NA,NA,NA,NA,NA,NA,NA,NA
"001i000000elaoZ","94111","San Francisco",0,"SAN FRANCISCO","CA",37.79,-122.39,"BayArea",8.8109595022274,1.96689136870345,27.633146984553
"001i000000elapN","94920","Tiburon",0,"BELVEDERE TIBURON","CA",37.89,-122.47,"BayArea",11.4923149890681,8.29678656756197,35.7826167852807
"001i000000elQzC","94563","Orinda",0,"ORINDA","CA",37.89,-122.19,"BayArea",4.21760725899991,14.8946835676591,31.7053143804234
"001i000000elR4z","94118","San Francisco",0,"SAN FRANCISCO","CA",37.78,-122.46,"BayArea",12.4019864222514,2.11777574953375,28.9597886055229
"001i000000elRcI","94107","San Francisco",0,"SAN FRANCISCO","CA",37.76,-122.39,"BayArea",10.2013417076367,2.06177202590126,25.7912771699272
"001i000000elRcO","94109","San Francisco",0,"SAN FRANCISCO","CA",37.79,-122.42,"BayArea",10.1650201571744,0.949557293457745,28.4011479206665
"001i000000elRdp","94618","Oakland",0,"OAKLAND","CA",37.84,-122.23,"BayArea",2.54114741467251,11.3570821784751,28.4357271448556
"001i000000elReE","94598","Walnut Creek",0,"WALNUT CREEK","CA",37.91,-122.01,"BayArea",14.0505753586643,24.3082374065723,34.1491864168061
"001i000000elRes","94941","Mill Valley",0,"MILL VALLEY","CA",37.89,-122.56,"BayArea",16.3731030368975,10.9108303633542,38.3235882413876
"001i000000elRf2","94611","Piedmont",0,"OAKLAND","CA",37.83,-122.22,"BayArea",3.42069665065432,11.6243547342125,27.68567399962
"001i000000elRfH","94601","Oakland",0,"OAKLAND","CA",37.77,-122.21,"BayArea",7.2772708695614,11.5750283828649,23.5008494304489
"001i000000elRfW","94109","San Francisco",0,"SAN FRANCISCO","CA",37.79,-122.42,"BayArea",10.1650201571744,0.949557293457745,28.4011479206665
"001i000000elRh2","94040","Mountain View",0,"MOUNTAIN VIEW","CA",37.38,-122.08,"BayArea",35.1253859046453,33.1990982919325,5.94651134675897
"001i000000elRhi","94110","San Francisco",0,"SAN FRANCISCO","CA",37.74,-122.41,"BayArea",11.9590609597601,2.59097927902824,25.1492019756071
"001i000000elRhj","94133","San Francisco",0,"SAN FRANCISCO","CA",37.8,-122.41,"BayArea",9.34162797701077,1.7549387657711,28.7470055407322
"001i000000elRhS","94103","San Francsico",0,"SAN FRANCISCO","CA",37.77,-122.41,"BayArea",10.5278738229048,0.768138634570924,26.9282362077284
"001i000000elRi1","94523","Corta Madera",0,"PLEASANT HILL","CA",37.95,-122.07,"BayArea",11.9265339908786,22.647159080301,36.2131427110116
"001i000000elRiL","94105","San Francisco",0,"SAN FRANCISCO","CA",37.78,-122.39,"BayArea",9.24594362224458,1.74329739643707,27.015431650951
"001i000000elRkl","59808","Missrula",0,"MISSOULA","MT",46.98,-114.12,"",754.181931707424,764.048738521395,777.619350464746
"001i000000elRlq","94925","Corte Madera",0,"CORTE MADERA","CA",37.92,-122.51,"BayArea",14.0495953208417,11.0505449621997,38.6487829337493
"001i000000elRmP","94611","Oakland",0,"OAKLAND","CA",37.83,-122.22,"BayArea",3.42069665065432,11.6243547342125,27.68567399962
"001i000000elRn8","94708","Berkeley",0,"BERKELEY","CA",37.9,-122.26,"BayArea",2.28392621316163,12.2909736557185,32.7755996502164
"001i000000elSQi","94563","Orinda",0,"ORINDA","CA",37.89,-122.19,"BayArea",4.21760725899991,14.8946835676591,31.7053143804234
"001i000000elSRl","94939","Larkspur",0,"LARKSPUR","CA",37.93,-122.53,"BayArea",15.2878723262495,12.1691191745926,39.7904185793282
"001i000000elSRm","94618","Oakland",0,"OAKLAND","CA",37.84,-122.23,"BayArea",2.54114741467251,11.3570821784751,28.4357271448556
"001i000000elSRR","06058","Norfolk",0,"NORFOLK","CT",41.99,-73.19,"",2582.94416585689,2593.412356721,2589.60983306799
"001i000000elSSA","94133","San Francisco",0,"SAN FRANCISCO","CA",37.8,-122.41,"BayArea",9.34162797701077,1.7549387657711,28.7470055407322
"001i000000elSSe","94507","Alamo",0,"ALAMO","CA",37.84,-121.97,"BayArea",16.0326435413494,25.0676077456508,30.1957741198029
"001i000000elSSU","94941","Mill Valley",0,"MILL VALLEY","CA",37.89,-122.56,"BayArea",16.3731030368975,10.9108303633542,38.3235882413876
"001i000000elSSy","94111","San Francisco",0,"SAN FRANCISCO","CA",37.79,-122.39,"BayArea",8.8109595022274,1.96689136870345,27.633146984553
"001i000000elTHn","94123","San Francisco",0,"SAN FRANCISCO","CA",37.8,-122.43,"BayArea",10.3045762459543,1.70150695783867,29.2724686851743
"001i000000eltWp","94530","EL CERRITO",0,"EL CERRITO","CA",37.91,-122.3,"BayArea",3.64049822620141,11.3834144537753,33.8645191554926
"001i000000elUMc","94306","Palo Alto",0,"PALO ALTO","CA",37.41,-122.13,"BayArea",32.4233229319557,29.9577531507803,2.50318720981883
"001i000000elUNB","94066","San Bruno",0,"SAN BRUNO","CA",37.62,-122.43,"BayArea",19.4124832335421,10.8235707811817,19.4571845913331
